arch,subarch,arch_dim,max_seq_len,attn_size,throughput,energy_per_token
mugi,vlp,64x8,max_seq_len_128,attn_size_1,8.542203742203741,2.4192588277423697e-05
mugi,vlp,64x8,max_seq_len_128,attn_size_2,16.018713450292395,1.7534003611593384e-05
mugi,vlp,64x8,max_seq_len_128,attn_size_4,28.48388214904679,1.4305846424278216e-05
mugi,vlp,64x8,max_seq_len_128,attn_size_8,46.62468085106382,1.269901626902063e-05
mugi,vlp,64x8,max_seq_len_256,attn_size_1,6.504331625523986,4.9736832272864395e-05
mugi,vlp,64x8,max_seq_len_256,attn_size_2,12.817622762735198,3.3227508705249446e-05
mugi,vlp,64x8,max_seq_len_256,attn_size_4,24.90378956754347,2.5199019103841986e-05
mugi,vlp,64x8,max_seq_len_256,attn_size_8,47.11868409953606,2.119564696073825e-05
mugi,vlp,64x8,max_seq_len_512,attn_size_1,6.237586247222548,9.964140608709188e-05
mugi,vlp,64x8,max_seq_len_512,attn_size_2,12.42866130723523,6.516304866204572e-05
mugi,vlp,64x8,max_seq_len_512,attn_size_4,24.673343356077247,4.8361885212722615e-05
mugi,vlp,64x8,max_seq_len_512,attn_size_8,48.62687179487178,3.997398825526108e-05
mugi,vlp,64x8,max_seq_len_1024,attn_size_1,6.262858501500875,0.0001988589822616199
mugi,vlp,64x8,max_seq_len_1024,attn_size_2,12.513815730870865,0.00012930839346038026
mugi,vlp,64x8,max_seq_len_1024,attn_size_4,24.980161811338643,9.537587780536044e-05
mugi,vlp,64x8,max_seq_len_1024,attn_size_8,49.771521360455836,7.842321079985053e-05
mugi,vlp,64x8,max_seq_len_2048,attn_size_1,6.3167943695438025,0.0003969985417009124
mugi,vlp,64x8,max_seq_len_2048,attn_size_2,12.630549604203784,0.00025773621549942034
mugi,vlp,64x8,max_seq_len_2048,attn_size_4,25.248951437781297,0.0001897479931780743
mugi,vlp,64x8,max_seq_len_2048,attn_size_8,50.449381826370896,0.00015576792586680135
mugi,vlp,64x8,max_seq_len_4096,attn_size_1,6.354630721558535,0.0007931299605332158
mugi,vlp,64x8,max_seq_len_4096,attn_size_2,12.708491649931178,0.0005146604257986862
mugi,vlp,64x8,max_seq_len_4096,attn_size_4,25.413904686562546,0.0003786642890172214
mugi,vlp,64x8,max_seq_len_4096,attn_size_8,50.81549939357924,0.000310746305927189
mugi,vlp,256x8,max_seq_len_128,attn_size_1,16.534406438631787,2.4190036390393635e-05
mugi,vlp,256x8,max_seq_len_128,attn_size_2,30.156330275229347,1.744873771626831e-05
mugi,vlp,256x8,max_seq_len_128,attn_size_4,51.27987519500779,1.420375306720565e-05
mugi,vlp,256x8,max_seq_len_128,attn_size_8,78.9205282112845,1.2599992147474317e-05
mugi,vlp,256x8,max_seq_len_256,attn_size_1,15.699606520517142,4.92346651753896e-05
mugi,vlp,256x8,max_seq_len_256,attn_size_2,30.57427476737821,3.272167520570016e-05
mugi,vlp,256x8,max_seq_len_256,attn_size_4,58.09589183567341,2.470286308485544e-05
mugi,vlp,256x8,max_seq_len_256,attn_size_8,105.64387706855791,2.0721554131633087e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_1,15.453455019556714,9.819272362273073e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_2,30.693482952093223,6.398844162867231e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_4,60.55070242656449,4.727927119404309e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_8,117.88943224202238,3.895746593512848e-05
mugi,vlp,256x8,max_seq_len_1024,attn_size_1,15.984101338794698,0.00019542906491471157
mugi,vlp,256x8,max_seq_len_1024,attn_size_2,31.91011167897027,0.00012676863280428678
mugi,vlp,256x8,max_seq_len_1024,attn_size_4,63.58912149673717,9.310778119867441e-05
mugi,vlp,256x8,max_seq_len_1024,attn_size_8,126.26380556491775,7.631247677986824e-05
mugi,vlp,256x8,max_seq_len_2048,attn_size_1,16.446456993510115,0.00038956205251452244
mugi,vlp,256x8,max_seq_len_2048,attn_size_2,32.877466318353925,0.00025245234432035084
mugi,vlp,256x8,max_seq_len_2048,attn_size_4,65.69322893756782,0.000185102648101065
mugi,vlp,256x8,max_seq_len_2048,attn_size_8,131.14033660178546,0.00015146409208822216
mugi,vlp,256x8,max_seq_len_4096,attn_size_1,16.73518029705955,0.0007776582766306693
