codes,id,label
"[{'system': 'SNOMEDCT', 'code': '248152002', 'label': 'Female'}, {'system': 'SNOMEDCT', 'code': '248153007', 'label': 'Male'}, {'system': 'SNOMEDCT', 'code': '184115007', 'label': 'Patient sex unknown'}, {'system': 'SNOMEDCT', 'code': '32570691000036108', 'label': 'Intersex'}, {'system': 'SNOMEDCT', 'code': '1220561009', 'label': 'Not recorded'}]",SNOMEDCT:281053000,Sex at Birth Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '734875008', 'label': 'XX'}, {'system': 'SNOMEDCT', 'code': '734876009', 'label': 'XY'}, {'system': 'SNOMEDCT', 'code': '80427008', 'label': 'X0'}, {'system': 'SNOMEDCT', 'code': '65162001', 'label': 'XXY'}, {'system': 'SNOMEDCT', 'code': '35111009', 'label': 'XXX'}, {'system': 'SNOMEDCT', 'code': '403760006', 'label': 'XXYY'}, {'system': 'SNOMEDCT', 'code': '78317008', 'label': 'XXXY'}, {'system': 'SNOMEDCT', 'code': '10567003', 'label': 'XXXX'}, {'system': 'SNOMEDCT', 'code': '48930007', 'label': 'XYY'}, {'system': 'SNOMEDCT', 'code': '74964007', 'label': 'Other'}]",SNOMEDCT:1296886006,Karyotypic Sex Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '446141000124107', 'label': 'Female gender identity'}, {'system': 'SNOMEDCT', 'code': '446151000124109', 'label': 'Male gender identity'}, {'system': 'SNOMEDCT', 'code': '394743007', 'label': 'Gender unknown'}, {'system': 'SNOMEDCT', 'code': '33791000087105', 'label': 'Identifies as nonbinary gender'}, {'system': 'SNOMEDCT', 'code': '1220561009', 'label': 'Not recorded'}]",SNOMEDCT:263495000,Gender Identity Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '438949009', 'label': 'Alive'}, {'system': 'SNOMEDCT', 'code': '419099009', 'label': 'Dead'}, {'system': 'SNOMEDCT', 'code': '399307001', 'label': 'Unknown - Lost in follow-up'}, {'system': 'SNOMEDCT', 'code': '185924006', 'label': 'Unknown - Opted-out'}, {'system': 'SNOMEDCT', 'code': '261665006', 'label': 'Unknown - Other Reason'}]",SNOMEDCT:278844005,Vital Status Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '3658006', 'label': 'Infancy'}, {'system': 'SNOMEDCT', 'code': '713153009', 'label': 'Toddler'}, {'system': 'SNOMEDCT', 'code': '255398004', 'label': 'Childhood'}, {'system': 'SNOMEDCT', 'code': '263659003', 'label': 'Adolescence'}, {'system': 'SNOMEDCT', 'code': '41847000', 'label': 'Adulthood'}, {'system': 'SNOMEDCT', 'code': '303112003', 'label': 'Fetal period'}, {'system': 'SNOMEDCT', 'code': '419099009', 'label': 'Dead'}, {'system': 'SNOMEDCT', 'code': '261665006', 'label': 'Unknown'}]",SNOMEDCT:105727008,Age Category Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '438949009', 'label': 'Alive'}, {'system': 'SNOMEDCT', 'code': '419099009', 'label': 'Dead'}, {'system': 'SNOMEDCT', 'code': '399307001', 'label': 'Unknown - Lost in follow-up'}, {'system': 'SNOMEDCT', 'code': '185924006', 'label': 'Unknown - Opted-out'}, {'system': 'SNOMEDCT', 'code': '261665006', 'label': 'Unknown - Other Reason'}]",SNOMEDCT:278844005,Vital Status Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '3658006', 'label': 'Infancy'}, {'system': 'SNOMEDCT', 'code': '713153009', 'label': 'Toddler'}, {'system': 'SNOMEDCT', 'code': '255398004', 'label': 'Childhood'}, {'system': 'SNOMEDCT', 'code': '263659003', 'label': 'Adolescence'}, {'system': 'SNOMEDCT', 'code': '41847000', 'label': 'Adulthood'}, {'system': 'SNOMEDCT', 'code': '303112003', 'label': 'Fetal period'}, {'system': 'SNOMEDCT', 'code': '419099009', 'label': 'Dead'}, {'system': 'SNOMEDCT', 'code': '261665006', 'label': 'Unknown'}]",SNOMEDCT:105727008,Age Category Value Set v2.0.0
"[{'system': 'SNOMEDCT', 'code': '373066001', 'label': 'Yes'}, {'system': 'SNOMEDCT', 'code': '373067005', 'label': 'No'}]",SNOMEDCT:723663001,Undiagnosed RD Case Value Set v2.0.0
"[{'system': 'HL7FHIR', 'code': 'planned', 'label': 'Planned'}, {'system': 'HL7FHIR', 'code': 'arrived', 'label': 'Arrived'}, {'system': 'HL7FHIR', 'code': 'triaged', 'label': 'Triaged'}, {'system': 'HL7FHIR', 'code': 'in-progress', 'label': 'In Progress'}, {'system': 'HL7FHIR', 'code': 'onleave', 'label': 'On Leave'}, {'system': 'HL7FHIR', 'code': 'finished', 'label': 'Finished'}, {'system': 'HL7FHIR', 'code': 'cancelled', 'label': 'Cancelled'}, {'system': 'HL7FHIR', 'code': 'entered-in-error', 'label': 'Entered in Error'}, {'system': 'HL7FHIR', 'code': 'unknown', 'label': 'Unknown'}]",SNOMEDCT:305058001,Encounter Status Value Set v2.0.0
"[{'system': 'HL7FHIR', 'code': 'AMB', 'label': 'Ambulatory'}, {'system': 'HL7FHIR', 'code': 'IMP', 'label': 'Inpatient'}, {'system': 'HL7FHIR', 'code': 'OBSENC', 'label': 'Observation'}, {'system': 'HL7FHIR', 'code': 'EMER', 'label': 'Emergency'}, {'system': 'HL7FHIR', 'code': 'VR', 'label': 'Virtual'}, {'system': 'HL7FHIR', 'code': 'HH', 'label': 'Home Health'}, {'system': 'CustomCode', 'code': 'RDC', 'label': 'RD Specialist Center'}, {'system': 'SNOMEDCT', 'code': '261665006', 'label': 'Unknown'}]",HL7FHIR:encounter.class,Encounter Class Value Set v2.0.0
