Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-rarelink-ig.json	18853	-	0	0	0	0	0	0	5	1630	0	0	0	0	0	0	0	1	0	0	191	84	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-age-at-diagnosis.json	1466	3	0	8	2	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	54	196	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-age-at-onset.json	1440	3	0	13	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	39	126	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-agreement-to-be-contacted.json	1956	2	0	22	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	73	150	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-birthplace.json	1530	2	0	51	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	75	165	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-cause-of-death-code.json	1760	3	0	23	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	72	141	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-cause-of-death-definition.json	1674	3	0	24	1	0	0	0	0	7	0	0	0	0	1	0	0	1	0	0	69	111	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-cause-of-death.json	1984	2	0	18	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	54	91	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-consanguinity.json	1891	2	0	20	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	70	95	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-consent-to-reuse-data.json	1885	2	0	20	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	72	131	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-date-of-admission.json	1266	3	0	17	1	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	36	181	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-phenotype-modifier.json	1677	2	0	20	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	64	157	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-phenotype-status.json	1937	2	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	70	181	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-propositus.json	1842	2	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	71	102	0	0	0	4	0	2
fsh-generated/resources/StructureDefinition-rarelink-condition-undiagnosed-rd-case.json	1573	2	0	89	0	0	0	0	0	24	0	0	0	0	0	0	0	3	0	0	180	294	0	0	0	8	0	2
fsh-generated/resources/StructureDefinition-rarelink-consent.json	3190	3	0	45	0	0	0	0	0	18	0	0	1	0	0	0	0	7	0	0	293	480	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-rarelink-diagnostic-implication.json	6443	2	0	131	0	0	0	0	0	94	0	0	0	0	0	0	0	11	0	0	743	920	0	0	0	19	1	3
fsh-generated/resources/StructureDefinition-rarelink-encounter.json	1645	2	0	64	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	199	200	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-rarelink-familyhistory.json	3714	3	0	256	0	0	0	0	0	32	0	0	1	0	0	0	0	1	0	0	202	178	0	0	0	8	0	1
