id,season,team,att,defn,mid,ovr
1,2425,MCI,87,84,87,85
2,2425,LIV,84,84,81,83
3,2425,ARS,83,81,84,82
4,2425,MUN,82,82,84,82
5,2425,TOT,83,79,82,81
6,2425,NEW,80,82,81,81
7,2425,CHE,78,79,81,81
8,2425,AVL,79,80,80,80
9,2425,WHU,77,77,77,78
10,2425,EVE,79,75,76,77
11,2425,WOL,78,75,77,77
12,2425,FUL,77,76,77,77
13,2425,BHA,76,78,78,77
14,2425,BRE,75,76,76,77
15,2425,NFO,76,75,76,76
16,2425,CRY,75,76,76,76
17,2425,LEI,73,75,76,76
18,2425,BOU,74,74,74,74
19,2425,BUR,73,74,74,74
20,2425,SOU,73,74,74,74
21,2425,LEE,73,72,72,74
22,2425,LUT,72,72,71,72
23,2425,NOR,71,71,72,72
24,2425,SHU,69,72,73,72
25,2425,WAT,70,69,71,71
26,2425,WBA,69,70,72,71
27,2425,MID,67,71,71,71
28,2425,STK,70,69,70,70
29,2425,HUL,68,70,71,70
30,2425,SWA,71,67,70,69
31,2425,CAR,70,68,70,69
32,2425,QPR,67,69,69,69
33,2425,SUN,57,69,67,69
34,2425,IPS,67,68,69,68
35,2425,HUD,67,68,67,68
36,2425,DER,66,67,67,67
37,2324,MCI,85,84,87,85
38,2324,LIV,84,84,82,84
39,2324,CHE,83,83,79,83
40,2324,TOT,84,80,83,82
41,2324,MUN,82,81,83,82
42,2324,ARS,81,80,83,81
43,2324,LEI,82,76,80,79
44,2324,WHU,79,78,80,79
45,2324,NEW,79,79,78,79
46,2324,AVL,78,79,79,79
47,2324,WOL,78,74,80,78
48,2324,EVE,78,76,77,77
49,2324,NFO,75,77,76,77
50,2324,CRY,77,76,76,76
51,2324,LEE,77,75,76,76
52,2324,FUL,77,74,76,76
53,2324,SOU,76,76,72,76
54,2324,BHA,75,77,76,76
55,2324,BRE,76,74,75,75
56,2324,BOU,72,73,73,74
57,2324,BUR,74,73,73,73
58,2324,WAT,72,74,71,73
59,2324,WBA,73,71,72,72
60,2324,NOR,72,72,71,72
61,2324,SHU,71,72,73,72
62,2324,MID,68,72,70,72
63,2324,HUL,71,68,70,70
64,2324,QPR,71,71,68,70
65,2324,LUT,70,69,70,69
66,2324,SWA,69,68,70,69
67,2324,STK,69,69,69,69
68,2324,HUD,67,69,67,69
69,2324,SUN,71,67,68,68
70,2324,CAR,67,68,68,68
71,2324,DER,68,66,67,67
72,2223,LIV,86,85,84,85
73,2223,MCI,84,86,87,85
74,2223,CHE,84,83,85,84
75,2223,MUN,82,81,83,83
76,2223,TOT,83,78,81,81
77,2223,LEI,80,78,80,80
78,2223,ARS,77,77,80,80
79,2223,WHU,80,77,79,79
80,2223,AVL,79,79,78,78
81,2223,WOL,78,78,80,78
82,2223,EVE,78,77,78,78
83,2223,NEW,78,77,77,77
84,2223,LEE,77,75,77,76
85,2223,CRY,77,75,76,76
86,2223,BUR,77,76,75,76
87,2223,SOU,75,76,76,76
88,2223,BHA,75,77,73,76
89,2223,FUL,78,72,74,74
90,2223,BRE,74,74,75,74
91,2223,WAT,74,74,75,74
92,2223,NOR,75,73,73,73
93,2223,BOU,73,72,74,73
94,2223,SHU,73,73,73,73
95,2223,WBA,71,71,72,71
96,2223,NFO,71,71,72,71
97,2223,QPR,71,70,71,71
98,2223,SWA,71,71,70,70
99,2223,MID,71,70,70,70
100,2223,STK,70,70,71,70
101,2223,HUD,69,70,69,70
102,2223,CAR,67,68,69,69
103,2223,HUL,69,66,66,68
104,2223,DER,66,67,69,68
105,2223,SUN,67,66,66,66
106,2122,LIV,86,80,83,85
107,2122,MCI,85,83,86,85
108,2122,TOT,89,81,82,82
109,2122,MUN,83,82,82,82
110,2122,CHE,82,82,84,82
111,2122,ARS,83,79,79,80
112,2122,LEI,80,79,81,80
113,2122,EVE,81,80,79,79
114,2122,WOL,77,78,81,79
115,2122,WHU,79,77,79,78
116,2122,AVL,77,77,77,77
117,2122,LEE,78,75,76,76
118,2122,SOU,77,76,77,76
119,2122,CRY,77,75,75,76
120,2122,NEW,77,74,75,76
121,2122,BUR,75,77,76,76
122,2122,BHA,75,76,76,75
123,2122,FUL,74,74,75,75
124,2122,WBA,74,72,74,74
125,2122,SHU,71,73,74,73
126,2122,WAT,74,73,74,74
127,2122,BOU,72,71,75,74
128,2122,NOR,76,71,73,73
129,2122,BRE,74,71,72,72
130,2122,SWA,73,72,71,71
131,2122,CAR,71,69,71,71
132,2122,MID,70,71,70,70
133,2122,STK,70,70,70,70
134,2122,DER,68,69,70,70
135,2122,QPR,72,69,69,69
136,2122,HUD,68,69,69,69
137,2122,HUL,68,66,66,67
138,2122,SUN,68,65,65,66
